p95 QPS
1362.1 4945.0
1617.0 9998.4
1750.6 15040.2
2584.2 19878.8
2546.4 24985.5
2788.0 29618.4
3649.9 31720.8
3753.8 30367.9
3391.6 33237.6
4008.1 28967.4
4748.5 26295.4
