p95 QPS
3977.3 5011.4
3720.2 9999.4
3382.1 14962.2
3108.3 20039.8
4981.9 25007.6
6938.0 27929.4
9131.2 26596.4
9086.5 26935.0
9009.5 27022.4
9113.1 26524.2
9299.7 26713.0
