p95 QPS
4021.1 4990.2
3830.5 10044.8
3717.9 14944.0
5921.4 20007.8
5070.3 24895.4
8998.0 26517.0
8993.1 25295.8
9078.9 26524.4
9400.8 24175.2
9235.9 24357.0
8838.6 27727.2
