p95 QPS
1144.2 4955.6
1380.1 10068.7
1778.9 14897.1
2281.1 19840.0
3603.5 24978.2
2242.6 29995.2
3575.1 31721.2
3413.8 33607.0
3354.3 33874.6
3471.2 32706.5
3657.5 31496.6
