p95 QPS
1083.5 5002.6
1262.5 9928.0
1412.7 15080.0
1481.8 20075.8
1564.5 24780.0
1463.4 29944.9
1623.1 35166.6
1576.1 40036.4
1713.8 45050.2
1893.8 49838.0
2288.1 50982.8
