p95 QPS
3938.8 4940.8
3660.7 9982.6
3414.0 14909.4
3105.3 20111.2
4833.6 25010.2
8926.9 25814.0
9132.1 27613.4
8917.2 27403.2
9043.5 26741.2
8960.9 27916.4
8983.0 27526.0
