p95 QPS
865.2 4901.4
1206.4 9963.6
1363.2 14957.0
1379.1 19950.6
1447.3 24944.2
1433.2 30086.8
1426.7 35077.4
1595.5 39854.6
1461.8 45031.2
1763.6 49952.4
2150.6 53105.6
