p95 QPS
1056.6 5041.8
1607.6 9983.8
2715.9 15042.8
2797.7 19824.1
2281.3 25047.0
2983.9 30145.0
3573.5 31185.7
3329.6 34163.4
3374.7 33483.6
3693.6 30289.2
3687.4 30454.6
