p95 QPS
863.9 4963.8
1018.4 9954.2
1170.7 14883.4
1255.3 19989.0
1430.4 25073.4
1489.0 29867.6
1491.8 34953.6
1454.7 39706.0
1547.4 45107.6
2171.7 50029.0
2085.4 53372.9
