p95 QPS
3944.8 4973.8
3702.0 10040.2
3367.0 15019.4
3185.8 20011.8
5668.1 24701.6
9006.4 27336.4
9172.6 26542.6
9189.5 26293.4
7980.2 28387.6
9031.2 27029.4
7963.7 27510.8
