p95 QPS
3933.2 4987.6
3644.0 9955.4
3329.1 15066.4
3111.5 20000.6
4944.1 24955.0
9013.1 27222.4
9277.6 27933.2
8948.4 27365.8
9101.0 27899.2
8908.7 27595.0
6319.7 27903.2
