p95 QPS
977.7 5015.8
1210.1 10076.8
1447.9 15081.0
1484.6 20133.2
1428.3 25011.2
1454.2 29991.2
1479.2 34878.6
1474.4 39959.2
1564.8 44983.4
1671.9 50055.8
1726.4 54995.0
