p95 QPS
918.5 4963.0
1250.1 9989.8
1367.1 15132.8
1395.3 19895.8
1432.9 24940.8
1479.3 29984.6
1441.7 34925.0
1485.8 39949.0
1568.7 44880.8
1502.0 50069.4
1790.1 54506.8
