p95 QPS
803.7 4971.8
1142.7 10147.0
1275.1 14996.6
1358.4 19928.8
1518.0 25010.4
2028.6 30041.4
1846.6 34954.2
1540.9 39948.6
1641.8 45026.0
1754.4 49598.0
1975.8 54869.4
