p95 QPS
832.6 4942.6
1031.4 9873.2
1170.6 15007.3
1271.1 19980.6
1376.0 24968.0
1398.9 29784.8
1423.1 34964.8
1606.2 39932.6
1772.0 44804.0
2207.5 49923.4
2204.8 50971.4
