p95 QPS
1042.9 4988.6
1195.4 9934.4
1463.1 14961.9
1580.3 19921.2
1466.6 25031.8
1477.0 29993.8
1525.0 34987.6
1556.3 40141.7
1436.2 45193.4
2209.7 49971.4
2057.4 53964.0
