p95 QPS
999.0 4958.2
1192.9 9926.4
1369.4 14975.2
1366.5 20172.8
1410.4 25020.8
1557.4 29897.6
2113.6 34915.0
1487.6 39995.4
2868.2 42626.0
2449.8 48937.0
2034.3 54663.6
