p95 QPS
903.2 5008.0
1235.8 9949.6
1285.4 14900.2
1418.1 20101.0
1468.6 24913.8
1370.1 29954.8
1412.4 34840.4
1462.9 39933.6
1674.3 44787.4
1835.1 50085.1
2016.0 54232.9
