p95 QPS
812.3 4983.6
1146.3 10065.0
1155.6 14867.6
1267.2 19992.0
1408.2 24978.5
1422.2 30048.2
1426.5 35128.2
1656.0 39976.0
1658.2 45219.6
1733.4 50101.6
2280.8 49544.4
