p95 QPS
1122.5 4985.0
1687.2 9962.8
2286.5 15040.8
2349.4 19954.0
3273.1 24890.2
3170.5 29531.6
3648.4 30473.4
3419.4 33049.8
3346.9 33039.6
3475.3 32194.2
3625.2 31340.8
