p95 QPS
1464.6 4955.4
1813.8 10064.2
2048.7 14963.5
2236.3 20050.2
2423.5 24995.0
2842.5 29967.6
3423.1 32420.4
3537.8 32177.6
3463.1 32300.1
3297.4 34358.3
4006.9 28243.2
