p95 QPS
3918.6 5017.6
3679.8 9957.2
3573.4 14983.7
4148.4 20053.2
5115.8 25024.2
8970.6 26029.0
8981.6 26212.8
9179.7 27936.0
8883.6 27592.4
9086.9 27014.4
8953.4 27685.8
