p95 QPS
3944 4992
3732.4 9944.6
3430.5 14927.2
3081.1 19872.8
5419.6 24944
9249.8 28854.2
9213.3 29043.2
9190.4 29592.4
6336.4 28527.2
9013.4 29078.2
9009.7 29741.2
