p95 QPS
3977.0 4966.6
3709.1 10024.4
3420.7 14937.0
3207.7 19994.8
3475.4 24897.8
9123.4 26559.6
8957.4 27084.4
9276.8 26586.6
9037.6 24566.8
9101.3 26054.4
9107.2 28251.8
