p95 QPS
931.0 4984.4
1176.2 10006.2
1365.1 14960.8
1408.5 19976.4
1379.1 25023.6
1451.8 29918.6
1471.2 35172.4
1487.5 39986.0
1616.4 45042.6
1981.9 49760.2
1883.3 54773.8
