p95 QPS
3984.0 4970.8
3619.2 9895.6
3431.8 15040.4
3253.1 20044.6
5566.5 25026.8
7019.9 27432.4
6834.5 26594.8
6605.9 26126.6
8601.5 26707.8
6366.4 26761.0
6203.2 27253.4
