p95 QPS
1328.2 5004.4
2260.7 9942.6
2010.8 15018.0
2550.5 20004.0
3244.9 24784.4
3143.7 30085.2
3300.8 33577.7
3551.9 32064.4
3384.6 33508.8
3684.5 30879.8
4356.3 28725.9
