p95 QPS
1099.3 4953.4
1601.9 10023.2
2195.1 15005.2
3339.6 19982.6
2586.4 24929.0
4000.0 28912.2
4002.7 29627.8
3423.2 32788.4
3694.3 30823.2
3446.6 33198.6
3668.1 30516.1
