p95 QPS
854.1 4942.0
1084.7 9901.8
1283.3 14850.0
1408.1 20006.4
1355.4 24956.6
1437.3 29892.1
1562.2 34992.8
1450.2 40031.6
1666.3 44872.0
2040.3 50109.2
1933.5 54844.6
