p95 QPS
3991.7 4925.2
3608.0 9975.0
3462.1 15066.4
4583.6 19955.8
9403.1 23571.5
9078.1 27155.4
9258.7 26344.4
8970.2 26213.6
8979.4 27875.6
9188.6 25604.6
9060.6 25137.6
