p95 QPS
957.0 4949.0
1095.1 10043.8
1176.0 14845.8
1246.6 20062.0
1440.5 25117.2
1411.2 29882.4
1494.5 35051.0
1588.5 40032.6
1565.1 45001.4
2149.8 49818.4
2255.6 50012.4
