p95 QPS
885.7 4979.8
1289.7 10006.8
1364.8 14972.4
1369.2 19923.2
1461.3 24910.2
1460.8 30038.6
1444.7 34987.4
1442.2 40021.6
1484.7 44891.2
1469.4 49877.6
1799.9 55055.5
