p95 QPS
817.2 5019.2
1115.9 9998.0
1315.0 14892.2
1284.7 20044.2
1335.0 25114.4
1358.2 30035.1
1360.1 34895.8
1381.1 39993.2
1459.2 44891.4
1592.4 49958.4
1560.9 54974.9
