p95 QPS
856.7 4890.6
1008.2 9933.8
1280.8 14950.6
1368.4 20017.2
1363.3 25054.6
1443.8 29944.1
1331.0 34991.5
1433.4 39998.2
1666.3 45023.4
2288.7 48398.8
2118.9 53489.0
