p95 QPS
1347.6 4977.8
1704.4 9987.8
2058.3 14910.4
2182.0 20070.6
2792.5 24808.6
3752.1 29002.4
3426.2 32955.4
3697.9 30287.0
3346.1 33383.8
3229.0 34878.2
3493.3 32068.0
