p95 QPS
882.2 4916.8
1014.2 9875.2
1333.9 15071.6
1273.5 19978.4
1340.1 25028.8
1548.4 30007.0
1391.1 35055.4
1654.5 39930.8
1941.2 44826.6
1989.6 50110.8
2258.7 50619.2
