p95 QPS
1022.1 4970.0
1263.3 9930.2
1378.7 14942.0
1417.7 19922.2
1472.4 25045.6
1486.1 29912.0
1479.6 35003.6
1506.1 40011.0
1495.0 44984.4
1459.5 50031.4
1896.5 54924.2
