p95 QPS
3922.9 5023.2
3667.8 9974.6
3365.8 14874.8
3213.0 20062.4
4560.7 24955.2
6214.7 27428.2
8991.3 27196.0
8812.2 26330.0
9073.0 26676.0
9219.5 26803.8
9465.5 23898.4
