p95 QPS
863.5 4957.0
1215.9 9955.0
1249.8 14905.8
1354.0 20040.4
1362.1 24981.5
1372.5 30030.4
1454.3 34872.6
1484.4 40139.0
1399.5 44954.4
1552.3 50268.0
1976.2 53975.0
