p95 QPS
1197.0 5014.2
1726.3 9979.6
3623.4 14942.8
2390.3 19900.4
2724.8 25006.0
3752.6 30028.0
3319.5 34046.2
3212.5 35502.8
3150.7 35932.6
3360.8 34855.2
3517.5 32034.2
