Time,C0,C1,C2,C3
1621614144588,0.0,0.0,0.0,0.0
1621614144688,0.0,0.0,0.0,0.0
1621614144789,0.0,0.0,0.0,0.0
1621614144889,0.0,0.0,0.0,0.0
1621614144990,0.0,0.0,0.0,9.1
1621614145090,0.0,0.0,0.0,0.0
1621614145191,0.0,0.0,0.0,0.0
1621614145291,0.0,0.0,9.1,9.1
1621614145392,0.0,0.0,0.0,0.0
1621614145492,0.0,9.1,9.1,0.0
1621614145593,0.0,0.0,0.0,0.0
1621614145693,0.0,0.0,0.0,0.0
1621614145794,0.0,0.0,0.0,0.0
1621614145894,0.0,0.0,0.0,0.0
1621614145995,0.0,0.0,0.0,0.0
1621614146095,0.0,0.0,0.0,0.0
1621614146196,0.0,9.1,0.0,0.0
1621614146296,11.1,0.0,0.0,10.0
1621614146397,0.0,0.0,0.0,0.0
1621614146497,10.0,0.0,0.0,0.0
1621614146598,0.0,0.0,10.0,0.0
1621614146698,0.0,0.0,0.0,0.0
1621614146798,10.0,0.0,0.0,9.1
1621614146899,0.0,0.0,0.0,0.0
1621614147000,0.0,0.0,0.0,0.0
1621614147100,0.0,0.0,0.0,0.0
1621614147200,0.0,0.0,0.0,0.0
1621614147301,0.0,0.0,0.0,0.0
1621614147401,11.1,10.0,10.0,11.1
1621614147502,0.0,0.0,0.0,0.0
1621614147602,0.0,0.0,0.0,0.0
1621614147703,0.0,0.0,0.0,0.0
1621614147803,0.0,0.0,0.0,9.1
1621614147904,0.0,0.0,0.0,0.0
1621614148004,11.1,0.0,0.0,0.0
1621614148105,0.0,0.0,0.0,0.0
1621614148205,0.0,0.0,10.0,10.0
1621614148306,0.0,0.0,0.0,0.0
1621614148406,12.5,0.0,0.0,0.0
1621614148507,18.2,10.0,11.1,10.0
1621614148607,0.0,0.0,0.0,0.0
1621614148708,0.0,0.0,0.0,0.0
1621614148808,0.0,0.0,0.0,0.0
1621614148909,0.0,0.0,0.0,0.0
1621614149009,0.0,0.0,10.0,10.0
1621614149109,0.0,0.0,0.0,0.0
1621614149210,0.0,0.0,0.0,0.0
1621614149310,0.0,0.0,0.0,0.0
1621614149411,0.0,0.0,0.0,0.0
1621614149511,0.0,0.0,0.0,0.0
1621614149612,0.0,0.0,0.0,0.0
1621614149712,10.0,0.0,0.0,0.0
1621614149813,0.0,0.0,0.0,0.0
1621614149913,0.0,0.0,0.0,0.0
1621614150014,0.0,0.0,10.0,0.0
1621614150114,0.0,0.0,0.0,0.0
1621614150215,0.0,0.0,0.0,0.0
1621614150315,0.0,0.0,0.0,0.0
1621614150416,11.1,11.1,10.0,0.0
1621614150516,0.0,0.0,0.0,0.0
1621614150617,0.0,0.0,10.0,0.0
1621614150717,0.0,0.0,0.0,0.0
1621614150818,0.0,0.0,0.0,0.0
1621614150918,0.0,0.0,0.0,0.0
1621614151019,0.0,0.0,0.0,0.0
1621614151120,0.0,0.0,0.0,9.1
1621614151220,0.0,0.0,0.0,0.0
1621614151320,10.0,10.0,10.0,0.0
1621614151421,0.0,0.0,0.0,0.0
1621614151521,0.0,0.0,0.0,0.0
1621614151622,0.0,0.0,0.0,0.0
1621614151722,0.0,0.0,0.0,0.0
1621614151823,0.0,0.0,0.0,0.0
1621614151923,0.0,0.0,0.0,0.0
1621614152024,0.0,0.0,0.0,0.0
1621614152124,0.0,0.0,0.0,0.0
1621614152225,0.0,0.0,0.0,0.0
1621614152325,0.0,0.0,0.0,0.0
1621614152426,0.0,0.0,0.0,0.0
1621614152526,0.0,0.0,0.0,0.0
1621614152627,0.0,0.0,0.0,0.0
1621614152727,0.0,0.0,0.0,0.0
1621614152828,0.0,0.0,0.0,0.0
1621614152928,9.1,0.0,0.0,0.0
1621614153029,0.0,0.0,0.0,9.1
1621614153129,0.0,0.0,0.0,0.0
1621614153230,0.0,0.0,0.0,0.0
1621614153330,0.0,0.0,10.0,0.0
1621614153431,0.0,0.0,0.0,0.0
1621614153531,22.2,25.0,30.0,22.2
1621614153632,0.0,0.0,0.0,0.0
1621614153732,0.0,0.0,0.0,0.0
1621614153833,0.0,0.0,0.0,0.0
1621614153933,0.0,10.0,0.0,0.0
1621614154034,0.0,0.0,0.0,0.0
1621614154134,0.0,0.0,0.0,0.0
1621614154235,0.0,0.0,0.0,0.0
1621614154336,0.0,11.1,0.0,10.0
1621614154436,0.0,0.0,10.0,11.1
1621614154537,0.0,0.0,0.0,0.0
1621614154637,0.0,0.0,0.0,0.0
1621614154738,0.0,0.0,9.1,0.0
1621614154838,0.0,0.0,0.0,0.0
1621614154939,11.1,0.0,0.0,0.0
1621614155039,0.0,10.0,0.0,0.0
1621614155140,0.0,0.0,0.0,0.0
1621614155240,0.0,0.0,0.0,0.0
1621614155341,0.0,0.0,0.0,0.0
1621614155441,11.1,0.0,0.0,0.0
1621614155542,0.0,0.0,0.0,0.0
1621614155642,0.0,0.0,0.0,0.0
1621614155743,0.0,0.0,0.0,0.0
1621614155843,0.0,0.0,0.0,0.0
1621614155944,0.0,0.0,0.0,0.0
1621614156044,0.0,0.0,0.0,0.0
1621614156145,0.0,0.0,0.0,0.0
1621614156245,0.0,0.0,0.0,0.0
1621614156346,0.0,0.0,10.0,16.7
1621614156446,0.0,0.0,0.0,11.1
1621614156547,22.2,30.0,20.0,9.1
1621614156647,0.0,0.0,0.0,0.0
1621614156748,0.0,0.0,0.0,0.0
1621614156848,0.0,0.0,0.0,0.0
1621614156949,0.0,0.0,0.0,10.0
1621614157049,0.0,0.0,0.0,0.0
1621614157150,0.0,0.0,0.0,0.0
1621614157250,0.0,0.0,0.0,0.0
1621614157350,10.0,0.0,0.0,0.0
1621614157451,0.0,0.0,0.0,0.0
1621614157552,0.0,0.0,0.0,0.0
1621614157652,0.0,0.0,0.0,0.0
1621614157753,0.0,0.0,0.0,0.0
1621614157853,0.0,0.0,10.0,0.0
1621614157954,0.0,0.0,0.0,0.0
1621614158054,0.0,0.0,0.0,0.0
1621614158155,0.0,0.0,0.0,0.0
1621614158255,10.0,0.0,0.0,10.0
1621614158356,0.0,0.0,0.0,0.0
1621614158456,0.0,10.0,0.0,9.1
1621614158557,0.0,0.0,0.0,0.0
1621614158657,0.0,0.0,0.0,0.0
1621614158758,0.0,0.0,0.0,0.0
1621614158858,0.0,0.0,0.0,0.0
1621614158959,0.0,0.0,9.1,9.1
1621614159059,0.0,0.0,0.0,0.0
1621614159160,0.0,0.0,0.0,0.0
1621614159260,0.0,0.0,0.0,0.0
1621614159361,0.0,0.0,0.0,0.0
1621614159461,0.0,0.0,0.0,0.0
1621614159562,9.1,0.0,0.0,0.0
1621614159662,0.0,0.0,0.0,0.0
1621614159763,0.0,9.1,0.0,0.0
1621614159863,0.0,0.0,0.0,0.0
1621614159964,0.0,0.0,0.0,0.0
1621614160064,0.0,0.0,0.0,0.0
1621614160165,0.0,0.0,0.0,0.0
1621614160265,0.0,0.0,0.0,0.0
1621614160366,0.0,12.5,0.0,0.0
1621614160466,0.0,0.0,0.0,0.0
1621614160567,0.0,0.0,0.0,0.0
1621614160667,11.1,0.0,0.0,0.0
1621614160768,0.0,11.1,0.0,0.0
1621614160868,0.0,0.0,0.0,0.0
1621614160969,0.0,11.1,0.0,10.0
1621614161069,0.0,0.0,10.0,0.0
1621614161170,0.0,0.0,0.0,0.0
1621614161270,0.0,0.0,0.0,0.0
1621614161371,0.0,0.0,0.0,9.1
1621614161472,0.0,0.0,10.0,0.0
1621614161572,0.0,0.0,0.0,0.0
1621614161673,0.0,0.0,0.0,0.0
1621614161773,0.0,0.0,0.0,0.0
1621614161874,0.0,0.0,0.0,9.1
1621614161974,11.1,0.0,0.0,10.0
1621614162074,0.0,0.0,0.0,0.0
1621614162175,0.0,0.0,0.0,0.0
1621614162276,0.0,0.0,10.0,0.0
1621614162376,0.0,0.0,0.0,0.0
1621614162477,12.5,0.0,0.0,0.0
1621614162577,0.0,0.0,0.0,0.0
1621614162678,11.1,0.0,0.0,0.0
1621614162778,0.0,0.0,0.0,0.0
1621614162878,0.0,0.0,0.0,0.0
1621614162979,11.1,0.0,0.0,0.0
1621614163080,0.0,0.0,0.0,0.0
1621614163180,0.0,0.0,0.0,0.0
1621614163281,0.0,0.0,0.0,10.0
1621614163381,0.0,0.0,10.0,0.0
1621614163482,0.0,0.0,0.0,0.0
1621614163582,0.0,0.0,0.0,0.0
1621614163683,11.1,11.1,0.0,0.0
1621614163783,0.0,0.0,0.0,0.0
1621614163884,0.0,0.0,0.0,0.0
1621614163984,0.0,0.0,0.0,10.0
1621614164085,0.0,0.0,0.0,0.0
1621614164185,0.0,0.0,0.0,0.0
1621614164286,11.1,0.0,0.0,0.0
1621614164386,0.0,11.1,10.0,0.0
1621614164487,0.0,12.5,0.0,0.0
1621614164588,0.0,0.0,0.0,0.0
1621614164688,0.0,0.0,0.0,0.0
1621614164789,0.0,0.0,0.0,0.0
1621614164889,0.0,9.1,0.0,0.0
1621614164990,0.0,0.0,0.0,0.0
1621614165090,0.0,0.0,0.0,0.0
1621614165191,0.0,0.0,0.0,0.0
1621614165291,0.0,0.0,0.0,0.0
1621614165391,0.0,0.0,9.1,0.0
1621614165492,0.0,0.0,0.0,0.0
1621614165592,0.0,0.0,0.0,0.0
1621614165693,0.0,0.0,0.0,9.1
1621614165793,0.0,0.0,0.0,0.0
1621614165894,0.0,0.0,0.0,0.0
1621614165994,0.0,0.0,0.0,0.0
1621614166095,0.0,0.0,0.0,0.0
1621614166195,10.0,0.0,0.0,0.0
1621614166296,0.0,0.0,0.0,0.0
1621614166396,0.0,0.0,9.1,9.1
1621614166497,16.7,0.0,0.0,0.0
1621614166597,11.1,27.3,11.1,10.0
1621614166698,0.0,0.0,0.0,0.0
1621614166798,0.0,0.0,0.0,0.0
1621614166899,0.0,0.0,0.0,9.1
1621614166999,0.0,0.0,0.0,0.0
1621614167100,0.0,0.0,10.0,0.0
1621614167200,0.0,0.0,0.0,0.0
1621614167301,0.0,0.0,0.0,0.0
1621614167401,0.0,11.1,10.0,0.0
1621614167502,0.0,0.0,0.0,0.0
1621614167602,0.0,0.0,0.0,0.0
1621614167703,0.0,0.0,0.0,0.0
1621614167803,12.5,0.0,0.0,10.0
1621614167904,0.0,0.0,0.0,0.0
1621614168005,0.0,0.0,0.0,0.0
1621614168105,0.0,0.0,0.0,0.0
1621614168206,0.0,0.0,0.0,0.0
1621614168306,0.0,0.0,0.0,0.0
1621614168406,12.5,0.0,0.0,10.0
1621614168507,0.0,11.1,0.0,0.0
1621614168608,0.0,0.0,0.0,0.0
1621614168708,0.0,0.0,0.0,10.0
1621614168809,0.0,0.0,0.0,0.0
1621614168909,12.5,11.1,10.0,0.0
1621614169010,0.0,0.0,0.0,10.0
1621614169110,0.0,0.0,0.0,0.0
1621614169211,12.5,0.0,10.0,0.0
1621614169311,0.0,0.0,0.0,0.0
1621614169412,0.0,0.0,0.0,0.0
1621614169512,0.0,0.0,0.0,9.1
1621614169613,0.0,0.0,0.0,0.0
1621614169713,0.0,0.0,0.0,0.0
1621614169814,0.0,0.0,0.0,0.0
1621614169914,0.0,0.0,0.0,0.0
1621614170014,0.0,0.0,10.0,0.0
1621614170115,0.0,0.0,0.0,9.1
1621614170216,0.0,0.0,0.0,0.0
1621614170316,0.0,0.0,0.0,0.0
1621614170417,0.0,12.5,0.0,0.0
1621614170517,0.0,0.0,0.0,0.0
1621614170618,0.0,0.0,0.0,0.0
1621614170718,11.1,0.0,0.0,0.0
1621614170818,0.0,0.0,0.0,0.0
1621614170919,0.0,11.1,0.0,0.0
1621614171020,0.0,0.0,0.0,0.0
1621614171120,0.0,0.0,0.0,0.0
1621614171221,0.0,0.0,0.0,0.0
1621614171321,0.0,0.0,0.0,0.0
1621614171422,0.0,0.0,0.0,0.0
1621614171522,0.0,0.0,10.0,0.0
1621614171623,0.0,0.0,0.0,9.1
1621614171723,0.0,0.0,0.0,0.0
1621614171824,0.0,0.0,0.0,0.0
1621614171924,0.0,0.0,0.0,0.0
1621614172025,0.0,0.0,0.0,0.0
1621614172125,0.0,0.0,0.0,0.0
1621614172226,0.0,0.0,0.0,0.0
1621614172326,0.0,0.0,0.0,0.0
1621614172427,18.2,11.1,18.2,0.0
1621614172527,0.0,0.0,0.0,0.0
1621614172628,0.0,0.0,0.0,0.0
1621614172728,0.0,0.0,0.0,0.0
1621614172829,10.0,9.1,0.0,16.7
1621614172929,0.0,0.0,0.0,0.0
1621614173030,0.0,0.0,0.0,0.0
1621614173130,0.0,0.0,0.0,0.0
1621614173231,0.0,10.0,0.0,0.0
1621614173331,0.0,0.0,0.0,0.0
1621614173432,12.5,0.0,10.0,0.0
1621614173532,0.0,0.0,0.0,0.0
1621614173633,12.5,12.5,0.0,11.1
1621614173734,0.0,0.0,0.0,0.0
1621614173834,12.5,0.0,0.0,0.0
1621614173934,14.3,0.0,0.0,10.0
1621614174035,0.0,0.0,0.0,0.0
1621614174136,0.0,0.0,0.0,0.0
1621614174236,0.0,0.0,0.0,0.0
1621614174337,0.0,0.0,0.0,0.0
1621614174437,14.3,22.2,20.0,11.1
1621614174538,0.0,0.0,0.0,0.0
1621614174638,22.2,0.0,0.0,0.0
1621614174739,0.0,0.0,0.0,0.0
1621614174839,0.0,20.0,0.0,0.0
1621614174940,0.0,0.0,0.0,0.0
1621614175041,0.0,0.0,0.0,0.0
1621614175141,12.5,0.0,10.0,0.0
1621614175242,0.0,12.5,0.0,0.0
1621614175342,0.0,0.0,0.0,0.0
1621614175443,0.0,12.5,0.0,0.0
1621614175543,0.0,0.0,0.0,0.0
1621614175644,0.0,0.0,0.0,0.0
1621614175745,0.0,12.5,0.0,0.0
1621614175845,0.0,12.5,0.0,0.0
1621614175946,0.0,0.0,0.0,0.0
1621614176046,0.0,0.0,0.0,0.0
1621614176146,14.3,12.5,0.0,0.0
1621614176247,0.0,0.0,0.0,0.0
1621614176348,0.0,0.0,0.0,0.0
1621614176448,14.3,0.0,18.2,20.0
1621614176549,0.0,0.0,0.0,0.0
1621614176649,0.0,12.5,0.0,0.0
1621614176750,0.0,0.0,0.0,0.0
1621614176850,0.0,0.0,0.0,0.0
1621614176951,0.0,0.0,0.0,0.0
1621614177051,0.0,0.0,0.0,0.0
1621614177152,12.5,0.0,0.0,0.0
1621614177253,0.0,0.0,10.0,0.0
1621614177353,12.5,0.0,0.0,0.0
1621614177454,0.0,0.0,0.0,20.0
1621614177554,12.5,12.5,0.0,0.0
1621614177655,0.0,0.0,0.0,0.0
1621614177755,0.0,0.0,0.0,0.0
1621614177856,14.3,12.5,10.0,0.0
1621614177956,0.0,0.0,0.0,10.0
1621614178057,0.0,0.0,0.0,0.0
1621614178157,14.3,12.5,11.1,10.0
1621614178258,0.0,0.0,11.1,0.0
1621614178358,0.0,11.1,0.0,18.2
1621614178459,10.0,10.0,10.0,0.0
1621614178559,0.0,0.0,0.0,0.0
1621614178660,0.0,0.0,0.0,0.0
1621614178760,0.0,0.0,0.0,0.0
1621614178861,0.0,0.0,0.0,0.0
1621614178961,9.1,9.1,9.1,0.0
1621614179062,0.0,0.0,0.0,0.0
1621614179162,0.0,0.0,0.0,0.0
1621614179263,0.0,0.0,0.0,0.0
1621614179363,0.0,0.0,0.0,0.0
1621614179464,0.0,0.0,0.0,0.0
1621614179564,0.0,0.0,0.0,0.0
1621614179665,0.0,0.0,0.0,0.0
1621614179765,0.0,0.0,0.0,0.0
1621614179866,0.0,0.0,0.0,0.0
1621614179966,0.0,0.0,0.0,0.0
1621614180067,0.0,0.0,0.0,0.0
1621614180167,0.0,12.5,10.0,0.0
1621614180268,0.0,25.0,0.0,0.0
1621614180368,25.0,0.0,0.0,0.0
1621614180469,0.0,25.0,20.0,11.1
1621614180569,0.0,0.0,10.0,11.1
1621614180670,25.0,14.3,0.0,0.0
1621614180770,12.5,14.3,0.0,0.0
1621614180871,0.0,25.0,0.0,0.0
1621614180971,0.0,0.0,0.0,0.0
1621614181072,0.0,0.0,0.0,0.0
1621614181172,0.0,14.3,0.0,0.0
1621614181273,0.0,0.0,0.0,0.0
1621614181373,14.3,14.3,0.0,0.0
1621614181474,0.0,16.7,0.0,0.0
1621614181574,0.0,12.5,0.0,0.0
1621614181674,0.0,0.0,0.0,0.0
1621614181775,0.0,0.0,0.0,0.0
1621614181876,12.5,25.0,0.0,0.0
1621614181976,14.3,14.3,0.0,0.0
1621614182077,0.0,25.0,10.0,0.0
1621614182177,12.5,0.0,0.0,0.0
1621614182278,0.0,25.0,0.0,0.0
1621614182378,22.2,16.7,0.0,0.0
1621614182479,12.5,33.3,10.0,0.0
1621614182579,0.0,0.0,0.0,0.0
1621614182680,0.0,0.0,0.0,0.0
1621614182780,0.0,0.0,0.0,0.0
1621614182881,12.5,40.0,0.0,0.0
1621614182981,0.0,0.0,0.0,0.0
1621614183082,14.3,28.6,10.0,0.0
1621614183182,0.0,12.5,0.0,0.0
1621614183283,0.0,0.0,20.0,0.0
1621614183384,0.0,12.5,0.0,0.0
1621614183484,14.3,14.3,0.0,11.1
1621614183585,14.3,0.0,11.1,11.1
1621614183685,0.0,0.0,0.0,10.0
1621614183786,22.2,25.0,0.0,10.0
1621614183886,0.0,0.0,0.0,0.0
1621614183986,0.0,14.3,0.0,0.0
1621614184087,14.3,14.3,9.1,0.0
1621614184188,0.0,0.0,0.0,0.0
1621614184288,12.5,0.0,0.0,0.0
1621614184389,12.5,22.2,0.0,0.0
1621614184489,0.0,16.7,11.1,11.1
1621614184590,12.5,25.0,0.0,0.0
1621614184690,0.0,0.0,0.0,10.0
1621614184791,0.0,0.0,0.0,0.0
1621614184891,11.1,28.6,10.0,0.0
1621614184992,0.0,0.0,0.0,0.0
1621614185093,0.0,12.5,0.0,0.0
1621614185193,10.0,0.0,0.0,0.0
1621614185294,0.0,0.0,0.0,0.0
1621614185394,0.0,0.0,0.0,0.0
1621614185495,0.0,0.0,10.0,9.1
1621614185595,9.1,0.0,10.0,10.0
1621614185695,0.0,0.0,0.0,0.0
1621614185796,0.0,0.0,0.0,0.0
1621614185896,0.0,0.0,0.0,0.0
1621614185997,0.0,0.0,0.0,0.0
1621614186097,0.0,9.1,9.1,0.0
1621614186198,0.0,0.0,0.0,0.0
1621614186298,0.0,0.0,0.0,0.0
1621614186399,0.0,0.0,0.0,0.0
1621614186499,10.0,0.0,10.0,0.0
1621614186600,0.0,0.0,0.0,0.0
1621614186700,0.0,9.1,0.0,0.0
1621614186801,0.0,0.0,0.0,0.0
1621614186901,0.0,14.3,0.0,0.0
1621614187002,25.0,14.3,0.0,0.0
1621614187102,0.0,0.0,0.0,0.0
1621614187203,14.3,14.3,0.0,0.0
1621614187304,25.0,44.4,11.1,0.0
1621614187405,0.0,14.3,11.1,0.0
1621614187505,14.3,14.3,0.0,20.0
1621614187606,0.0,14.3,0.0,0.0
1621614187706,12.5,0.0,0.0,0.0
1621614187807,16.7,14.3,11.1,11.1
1621614187907,14.3,37.5,0.0,0.0
1621614188008,25.0,0.0,0.0,10.0
1621614188109,16.7,14.3,20.0,0.0
1621614188209,0.0,28.6,0.0,0.0
1621614188310,14.3,25.0,0.0,10.0
1621614188411,25.0,14.3,0.0,11.1
1621614188512,16.7,14.3,0.0,10.0
1621614188612,0.0,28.6,10.0,0.0
1621614188713,14.3,14.3,0.0,0.0
1621614188814,28.6,14.3,0.0,0.0
1621614188914,14.3,28.6,0.0,0.0
1621614189015,14.3,14.3,0.0,10.0
1621614189115,0.0,37.5,0.0,0.0
1621614189216,28.6,0.0,11.1,0.0
1621614189317,0.0,25.0,0.0,0.0
1621614189417,14.3,14.3,0.0,0.0
1621614189518,33.3,37.5,11.1,20.0
1621614189618,0.0,25.0,0.0,10.0
1621614189719,0.0,0.0,0.0,0.0
1621614189820,0.0,25.0,0.0,0.0
1621614189920,0.0,14.3,0.0,0.0
1621614190021,0.0,25.0,11.1,10.0
1621614190121,14.3,14.3,0.0,0.0
1621614190222,0.0,0.0,0.0,0.0
1621614190322,12.5,0.0,0.0,0.0
1621614190423,14.3,28.6,0.0,11.1
1621614190523,0.0,14.3,10.0,0.0
1621614190624,12.5,14.3,0.0,0.0
1621614190725,14.3,14.3,10.0,0.0
1621614190825,25.0,14.3,0.0,0.0
1621614190926,0.0,14.3,0.0,0.0
1621614191026,14.3,14.3,10.0,0.0
1621614191127,12.5,14.3,0.0,0.0
1621614191227,14.3,14.3,0.0,0.0
1621614191328,0.0,14.3,11.1,0.0
1621614191429,14.3,0.0,0.0,0.0
1621614191529,14.3,0.0,0.0,10.0
1621614191630,12.5,25.0,10.0,10.0
1621614191730,14.3,0.0,0.0,0.0
1621614191831,0.0,14.3,0.0,0.0
1621614191932,9.1,10.0,0.0,0.0
1621614192032,0.0,0.0,0.0,0.0
1621614192133,0.0,0.0,0.0,0.0
1621614192233,0.0,0.0,0.0,0.0
1621614192334,0.0,0.0,0.0,0.0
1621614192434,0.0,0.0,0.0,0.0
1621614192535,10.0,0.0,0.0,10.0
1621614192635,0.0,0.0,0.0,0.0
1621614192736,0.0,0.0,0.0,0.0
1621614192836,0.0,0.0,0.0,0.0
1621614192937,0.0,0.0,0.0,0.0
1621614193037,0.0,0.0,0.0,0.0
1621614193138,0.0,0.0,0.0,0.0
1621614193238,0.0,0.0,0.0,0.0
1621614193339,0.0,0.0,9.1,0.0
1621614193439,0.0,0.0,0.0,0.0
1621614193540,0.0,9.1,0.0,0.0
1621614193640,27.3,0.0,10.0,0.0
1621614193741,25.0,14.3,0.0,0.0
1621614193841,14.3,28.6,0.0,11.1
1621614193942,28.6,14.3,0.0,0.0
1621614194042,33.3,25.0,10.0,11.1
1621614194143,16.7,14.3,0.0,0.0
1621614194244,28.6,25.0,0.0,0.0
1621614194344,14.3,16.7,0.0,0.0
1621614194445,44.4,25.0,20.0,11.1
1621614194545,25.0,16.7,10.0,10.0
1621614194646,0.0,14.3,0.0,0.0
1621614194746,14.3,25.0,0.0,0.0
1621614194847,25.0,16.7,0.0,0.0
1621614194948,16.7,25.0,0.0,0.0
1621614195048,14.3,14.3,10.0,11.1
1621614195149,14.3,0.0,0.0,0.0
1621614195249,16.7,37.5,0.0,0.0
1621614195350,16.7,25.0,0.0,0.0
1621614195450,14.3,37.5,0.0,0.0
1621614195551,28.6,14.3,10.0,0.0
1621614195652,28.6,14.3,0.0,0.0
1621614195752,37.5,14.3,11.1,11.1
1621614195853,28.6,0.0,0.0,0.0
1621614195953,16.7,37.5,0.0,0.0
1621614196054,25.0,14.3,10.0,0.0
1621614196154,16.7,25.0,0.0,10.0
1621614196255,16.7,0.0,0.0,0.0
1621614196356,14.3,25.0,0.0,0.0
1621614196456,37.5,28.6,11.1,11.1
1621614196557,37.5,14.3,11.1,11.1
1621614196657,25.0,50.0,22.2,20.0
1621614196758,0.0,14.3,0.0,10.0
1621614196858,14.3,37.5,0.0,0.0
1621614196959,25.0,25.0,0.0,0.0
1621614197060,28.6,25.0,0.0,0.0
1621614197160,16.7,14.3,10.0,0.0
1621614197261,14.3,16.7,0.0,10.0
1621614197361,33.3,14.3,0.0,0.0
1621614197462,25.0,25.0,11.1,0.0
1621614197562,16.7,14.3,10.0,0.0
1621614197663,25.0,37.5,10.0,18.2
1621614197764,14.3,14.3,0.0,11.1
1621614197864,42.9,16.7,0.0,0.0
1621614197965,14.3,33.3,0.0,0.0
1621614198066,44.4,37.5,18.2,0.0
1621614198166,28.6,25.0,0.0,0.0
1621614198267,16.7,28.6,11.1,11.1
1621614198367,28.6,28.6,0.0,0.0
1621614198468,25.0,25.0,25.0,11.1
1621614198568,14.3,0.0,0.0,0.0
1621614198669,0.0,22.2,0.0,0.0
1621614198770,9.1,0.0,0.0,0.0
1621614198870,0.0,0.0,0.0,0.0
1621614198971,10.0,10.0,0.0,0.0
1621614199071,0.0,0.0,0.0,0.0
1621614199172,0.0,0.0,0.0,0.0
1621614199272,0.0,0.0,0.0,0.0
1621614199373,0.0,0.0,0.0,0.0
1621614199473,0.0,0.0,0.0,0.0
1621614199574,0.0,0.0,10.0,10.0
1621614199674,0.0,0.0,0.0,0.0
1621614199775,0.0,0.0,0.0,0.0
1621614199875,0.0,0.0,0.0,0.0
1621614199976,0.0,0.0,0.0,0.0
1621614200076,0.0,0.0,0.0,0.0
