p95 QPS
833.9 4927.8
1058.1 9987.4
1224.6 15000.6
1263.3 19944.6
1365.0 24968.6
1462.5 29970.0
1368.1 34860.0
1582.2 39975.7
1785.8 44527.8
1996.1 50185.0
2187.2 51778.2
