p95 QPS
3860.7 4902.2
3640.4 9975.6
3500.7 14946.0
4780.0 20095.2
3830.7 25116.0
9137.7 26924.0
9249.4 26509.4
9147.3 27793.8
9035.3 27195.2
8798.0 27057.4
7768.9 27937.8
