p95 QPS
808.4 4971.4
1239.1 9955.8
1307.2 14902.9
1396.6 20073.6
1367.6 24897.4
1436.9 29941.8
1389.6 34767.6
1404.2 40088.6
1667.9 44896.6
1532.5 49995.0
1877.4 54747.8
