p95 QPS
933.7 4962.0
1248.6 9994.2
1332.2 14914.2
1412.2 19983.0
1487.8 24860.0
1490.0 29833.0
1630.5 35094.8
1726.2 40013.5
1715.1 44953.8
2150.6 49908.4
2025.1 53963.2
