p95 QPS
873.4 5013.0
1052.8 9960.4
1182.8 14961.0
1468.7 20050.8
1401.2 24963.0
1532.4 29865.0
1450.5 34964.8
1590.9 39908.2
1796.4 44964.0
2332.4 48931.8
2174.4 52075.2
